Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2023-11-08 17:02:00;Legs;Squat (Smith Machine);3;70.0;kg;10.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Leg Press Horizontal (Machine);1;200.0;kg;10.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Leg Press Horizontal (Machine);2;200.0;kg;10.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Leg Press Horizontal (Machine);3;200.0;kg;10.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Leg Extension (Machine);1;140.0;kg;10.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Leg Extension (Machine);2;140.0;kg;10.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Leg Extension (Machine);3;140.0;kg;10.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Standing Calf Raise;1;0.0;kg;15.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Standing Calf Raise;2;0.0;kg;13.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Standing Calf Raise;3;0.0;kg;10.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Standing Calf Raise;4;0.0;kg;13.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Hip Adduction (Machine);1;60.0;kg;10.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Hip Adduction (Machine);2;80.0;kg;10.0;;;;0;;;41m
2023-11-08 17:02:00;Legs;Hip Adduction (Machine);3;80.0;kg;10.0;;;;0;;;41m
2023-11-06 17:41:00;Chest/biceps;Bench Press (Barbell);1;60.0;kg;15.0;;;;0;;;45m
2023-11-06 17:41:00;Chest/biceps;Bench Press (Barbell);2;60.0;kg;15.0;;;;0;;;45m
2023-11-06 17:41:00;Chest/biceps;Bench Press (Barbell);3;140.0;kg;10.0;;;;0;;;45m
2023-11-06 17:41:00;Chest/biceps;Bench Press (Barbell);4;140.0;kg;10.0;;;;0;;;45m
2023-11-06 17:41:00;Chest/biceps;Bench Press (Barbell);5;160.0;kg;8.0;;;;0;;;45m
2025-10-27 10:56:00;Push;Lateral Raise (Dumbbell);1;20.0;kg;10.0;;;;0;;;59m
2025-10-27 10:56:00;Push;Lateral Raise (Dumbbell);2;20.0;kg;10.0;;;;0;;;59m
2025-10-27 10:56:00;Push;Lateral Raise (Dumbbell);3;20.0;kg;10.0;;;;0;;;59m
2023-11-06 17:41:00;Chest/biceps;Butterfly (Pec Deck);1;140.0;kg;10.0;;;;0;;;45m
2023-11-06 17:41:00;Chest/biceps;Butterfly (Pec Deck);2;140.0;kg;8.0;;;;0;;;45m
2023-11-06 17:41:00;Chest/biceps;Butterfly (Pec Deck);3;140.0;kg;8.0;;;;0;;;45m
2025-10-21 18:03:00;Push;Lateral Raise (Dumbbell);1;16.0;kg;12.0;;;;0;;;54m
2025-10-21 18:03:00;Push;Lateral Raise (Dumbbell);2;16.0;kg;10.0;;;;0;;;54m
2025-10-21 18:03:00;Push;Lateral Raise (Dumbbell);3;16.0;kg;10.0;;;;0;;;54m
2025-10-17 18:26:00;Full Body 2;Lateral Raise (Dumbbell);1;12.0;kg;12.0;;;;0;;;31m
2025-10-17 18:26:00;Full Body 2;Lateral Raise (Dumbbell);2;12.0;kg;12.0;;;;0;;;31m
2025-10-17 18:26:00;Full Body 2;Lateral Raise (Dumbbell);3;12.0;kg;10.0;;;;0;;;31m
2023-11-06 17:41:00;Chest/biceps;Concentration Curl;1;20.0;kg;10.0;;;;0;;;45m
2023-11-06 17:41:00;Chest/biceps;Concentration Curl;2;20.0;kg;10.0;;;;0;;;45m
2023-11-06 17:41:00;Chest/biceps;Concentration Curl;3;20.0;kg;10.0;;;;0;;;45m
2025-09-15 17:39:00;Full Body 1;Lateral Raise (Dumbbell);1;16.0;kg;12.0;;;;0;;;53m
2025-09-15 17:39:00;Full Body 1;Lateral Raise (Dumbbell);2;16.0;kg;12.0;;;;0;;;53m
2025-09-15 17:39:00;Full Body 1;Lateral Raise (Dumbbell);3;16.0;kg;12.0;;;;0;;;53m
2025-09-15 17:39:00;Full Body 1;Lateral Raise (Dumbbell);4;16.0;kg;12.0;;;;0;;;53m
2025-09-08 19:09:00;Full Body 1;Lateral Raise (Dumbbell);1;20.0;kg;10.0;;;;0;Sentado y cruzando brazos;;40m
2025-09-08 19:09:00;Full Body 1;Lateral Raise (Dumbbell);2;20.0;kg;10.0;;;;0;Sentado y cruzando brazos;;40m
2023-11-06 10:43:00;Morning workout ☀️;Bicycle Crunch;1;0.0;kg;100.0;;;;0;;;1m
2025-09-08 19:09:00;Full Body 1;Lateral Raise (Dumbbell);3;20.0;kg;10.0;;;;0;Sentado y cruzando brazos;;40m
2025-09-08 19:09:00;Full Body 1;Lateral Raise (Dumbbell);4;20.0;kg;10.0;;;;0;Sentado y cruzando brazos;;40m
2023-11-04 12:25:00;Shoulders/tríceps;Standing Military Press (Barbell);1;40.0;kg;10.0;;;;0;;;46m
2023-11-04 12:25:00;Shoulders/tríceps;Standing Military Press (Barbell);2;50.0;kg;8.0;;;;0;;;46m
2023-11-04 12:25:00;Shoulders/tríceps;Standing Military Press (Barbell);3;50.0;kg;9.0;;;;0;;;46m
2025-09-01 18:04:00;Push;Lateral Raise (Dumbbell);1;16.0;kg;6.0;;;;0;Cuidado, dolor;;52m
2025-09-01 18:04:00;Push;Lateral Raise (Dumbbell);2;8.0;kg;10.0;;;;0;Cuidado, dolor;;52m
2025-08-26 16:03:00;Push;Lateral Raise (Dumbbell);1;16.0;kg;10.0;;;;0;;;48m
2025-08-26 16:03:00;Push;Lateral Raise (Dumbbell);2;16.0;kg;10.0;;;;0;;;48m
2025-08-26 16:03:00;Push;Lateral Raise (Dumbbell);3;16.0;kg;8.0;;;;0;;;48m
2025-07-29 18:40:00;Full Body 1;Lateral Raise (Dumbbell);1;16.0;kg;12.0;;;;0;;;30m
2023-11-04 12:25:00;Shoulders/tríceps;Triceps Pushdown;1;60.0;kg;8.0;;;;0;;;46m
2023-11-04 12:25:00;Shoulders/tríceps;Triceps Pushdown;2;60.0;kg;8.0;;;;0;;;46m
2023-11-04 12:25:00;Shoulders/tríceps;Triceps Pushdown;3;60.0;kg;8.0;;;;0;;;46m
2025-07-29 18:40:00;Full Body 1;Lateral Raise (Dumbbell);2;20.0;kg;8.0;;;;0;;;30m
2025-07-29 18:40:00;Full Body 1;Lateral Raise (Dumbbell);3;20.0;kg;8.0;;;;0;;;30m
2025-07-15 19:16:00;Full Body 1;Lateral Raise (Dumbbell);1;16.0;kg;12.0;;;;0;;;45m
2025-07-15 19:16:00;Full Body 1;Lateral Raise (Dumbbell);2;16.0;kg;12.0;;;;0;;;45m
2025-07-15 19:16:00;Full Body 1;Lateral Raise (Dumbbell);3;16.0;kg;12.0;;;;0;;;45m
2025-07-15 19:16:00;Full Body 1;Lateral Raise (Dumbbell);4;16.0;kg;8.0;;;;0;;;45m
2023-11-02 17:32:00;Legs;Straight Leg Deadlift;1;60.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Straight Leg Deadlift;2;90.0;kg;10.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Straight Leg Deadlift;3;90.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Single Leg Curl;1;50.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Single Leg Curl;2;40.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Single Leg Curl;3;40.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Squat (Smith Machine);1;70.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Squat (Smith Machine);2;70.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Squat (Smith Machine);3;70.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Leg Press Horizontal (Machine);1;140.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Leg Press Horizontal (Machine);2;200.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Leg Press Horizontal (Machine);3;200.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Leg Extension (Machine);1;120.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Leg Extension (Machine);2;140.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Leg Extension (Machine);3;140.0;kg;8.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Standing Calf Raise;1;0.0;kg;15.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Standing Calf Raise;2;0.0;kg;13.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Standing Calf Raise;3;0.0;kg;10.0;;;;0;;;33m
2023-11-02 17:32:00;Legs;Standing Calf Raise;4;0.0;kg;8.0;;;;0;;;33m
2023-11-01 17:07:00;Back;Lat Pulldown (Cable);1;60.0;kg;18.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Lat Pulldown (Cable);2;60.0;kg;18.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Bent Over Row (Barbell);1;100.0;kg;8.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Bent Over Row (Barbell);2;100.0;kg;8.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Bent Over Row (Barbell);3;100.0;kg;10.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Seated Cable Row - Bar Grip;1;200.0;kg;8.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Seated Cable Row - Bar Grip;2;200.0;kg;8.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Seated Cable Row - Bar Grip;3;200.0;kg;8.0;;;;0;;;51m
2025-07-08 19:08:00;1. Chest Shoulders and Triceps;Lateral Raise (Dumbbell);1;10.0;kg;10.0;;;;0;;;51m
2025-07-08 19:08:00;1. Chest Shoulders and Triceps;Lateral Raise (Dumbbell);2;10.0;kg;11.0;;;;0;;;51m
2025-07-08 19:08:00;1. Chest Shoulders and Triceps;Lateral Raise (Dumbbell);3;10.0;kg;10.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Deadlift (Barbell);1;120.0;kg;8.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Deadlift (Barbell);2;120.0;kg;8.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Deadlift (Barbell);3;120.0;kg;8.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Shrug (Barbell);1;40.0;kg;8.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Shrug (Barbell);2;40.0;kg;10.0;;;;0;;;51m
2023-11-01 17:07:00;Back;Shrug (Barbell);3;40.0;kg;8.0;;;;0;;;51m
2023-10-30 15:55:00;Chest/biceps;Bench Press (Barbell);1;60.0;kg;15.0;;;;0;;;37m
2023-10-30 15:55:00;Chest/biceps;Bench Press (Barbell);2;60.0;kg;15.0;;;;0;;;37m
2023-10-30 15:55:00;Chest/biceps;Bench Press (Barbell);3;140.0;kg;8.0;;;;0;;;37m
2023-10-30 15:55:00;Chest/biceps;Bench Press (Barbell);4;140.0;kg;8.0;;;;0;;;37m
2023-10-30 15:55:00;Chest/biceps;Bench Press (Barbell);5;140.0;kg;8.0;;;;0;;;37m
2025-07-08 19:08:00;1. Chest Shoulders and Triceps;Lateral Raise (Dumbbell);4;10.0;kg;10.0;;;;0;;;51m
2025-06-23 19:16:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);1;16.0;kg;8.0;;;;0;;;38m
2025-06-23 19:16:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);2;12.0;kg;10.0;;;;0;;;38m
2025-06-23 19:16:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);3;12.0;kg;10.0;;;;0;;;38m
2025-06-13 19:22:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);1;12.0;kg;9.0;;;;0;;;41m
2025-06-13 19:22:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);2;12.0;kg;8.0;;;;0;;;41m
2025-06-13 19:22:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);3;12.0;kg;8.0;;;;0;;;41m
2024-01-24 16:11:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);1;14.0;kg;10.0;;;;0;;;1h 10m
2024-01-24 16:11:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);2;14.0;kg;10.0;;;;0;;;1h 10m
2024-01-24 16:11:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);3;14.0;kg;12.0;;;;0;;;1h 10m
2023-12-29 17:00:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);1;14.0;kg;10.0;;;;0;;;56m
2023-12-29 17:00:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);2;14.0;kg;10.0;;;;0;;;56m
2023-10-30 15:55:00;Chest/biceps;Concentration Curl;1;20.0;kg;8.0;;;;0;;;37m
2023-10-30 15:55:00;Chest/biceps;Concentration Curl;2;20.0;kg;8.0;;;;0;;;37m
2023-10-30 15:55:00;Chest/biceps;Concentration Curl;3;20.0;kg;8.0;;;;0;;;37m
2023-10-26 18:22:00;Evening workout 🏋️;Decline Push Up;1;0.0;kg;25.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Decline Push Up;2;0.0;kg;25.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Decline Push Up;3;0.0;kg;25.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Diamond Push Up;1;0.0;kg;21.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Diamond Push Up;2;0.0;kg;18.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Diamond Push Up;3;0.0;kg;10.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Incline Push Ups;1;0.0;kg;20.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Incline Push Ups;2;0.0;kg;18.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Incline Push Ups;3;0.0;kg;15.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Standing Calf Raise;1;0.0;kg;15.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Standing Calf Raise;2;0.0;kg;15.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Standing Calf Raise;3;0.0;kg;17.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Concentration Curl;1;20.0;kg;10.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Concentration Curl;2;20.0;kg;10.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Concentration Curl;3;20.0;kg;10.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Floor Triceps Dip;1;0.0;kg;10.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Floor Triceps Dip;2;0.0;kg;10.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Floor Triceps Dip;3;0.0;kg;10.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Pull Up;1;0.0;kg;8.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Pull Up;2;0.0;kg;8.0;;;;0;;;32m
2023-10-26 18:22:00;Evening workout 🏋️;Pull Up;3;0.0;kg;7.0;;;;0;;;32m
2023-10-21 17:05:00;Full Body 3;Butterfly (Pec Deck);1;140.0;kg;10.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Butterfly (Pec Deck);2;140.0;kg;10.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Butterfly (Pec Deck);3;140.0;kg;10.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Butterfly (Pec Deck);4;40.0;kg;16.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Leg Extension (Machine);1;120.0;kg;10.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Leg Extension (Machine);2;120.0;kg;10.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Leg Extension (Machine);3;120.0;kg;10.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Leg Extension (Machine);4;60.0;kg;12.0;;;;0;;;49m
2023-12-29 17:00:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);3;14.0;kg;11.0;;;;0;;;56m
2023-12-21 10:19:00;Morning workout ☀️;Lateral Raise (Dumbbell);1;0.0;kg;10.0;;;;0;;;31m
2023-12-21 10:19:00;Morning workout ☀️;Lateral Raise (Dumbbell);2;12.0;kg;10.0;;;;0;;;31m
2023-12-21 10:19:00;Morning workout ☀️;Lateral Raise (Dumbbell);3;12.0;kg;10.0;;;;0;;;31m
2023-10-21 17:05:00;Full Body 3;Overhead Press (Barbell);1;40.0;kg;13.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Overhead Press (Barbell);2;40.0;kg;13.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Overhead Press (Barbell);3;40.0;kg;13.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Overhead Press (Barbell);4;40.0;kg;10.0;;;;0;;;49m
2023-12-15 16:22:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);1;12.0;kg;15.0;;;;0;;;59m
2023-12-15 16:22:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);2;12.0;kg;15.0;;;;0;;;59m
2023-12-15 16:22:00;Day 5 - Shoulders, Traps and Forearms;Lateral Raise (Dumbbell);3;12.0;kg;15.0;;;;0;;;59m
2023-10-16 17:50:00;Full Body 1;Lateral Raise (Dumbbell);1;14.0;kg;12.0;;;;0;;;42m
2023-10-21 17:05:00;Full Body 3;Skullcrusher (Barbell);1;40.0;kg;12.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Skullcrusher (Barbell);2;40.0;kg;12.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Skullcrusher (Barbell);3;40.0;kg;12.0;;;;0;;;49m
2023-10-21 17:05:00;Full Body 3;Skullcrusher (Barbell);4;20.0;kg;12.0;;;;0;;;49m
2023-10-16 17:50:00;Full Body 1;Lateral Raise (Dumbbell);2;14.0;kg;12.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Lateral Raise (Dumbbell);3;14.0;kg;12.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Lateral Raise (Dumbbell);4;12.0;kg;10.0;;;;0;;;42m
2023-10-09 17:50:00;Full Body 1;Lateral Raise (Dumbbell);1;14.0;kg;11.0;;;;0;;;51m
2023-10-18 11:48:00;Full Body 2;Pull Up;1;0.0;kg;9.0;;;;0;;;54m
2023-10-18 11:48:00;Full Body 2;Pull Up;2;0.0;kg;9.0;;;;0;;;54m
2023-10-18 11:48:00;Full Body 2;Pull Up;3;0.0;kg;8.0;;;;0;;;54m
2023-10-18 11:48:00;Full Body 2;Pull Up;4;0.0;kg;8.0;;;;0;;;54m
2023-10-09 17:50:00;Full Body 1;Lateral Raise (Dumbbell);2;14.0;kg;11.0;;;;0;;;51m
2023-10-09 17:50:00;Full Body 1;Lateral Raise (Dumbbell);3;14.0;kg;11.0;;;;0;;;51m
2023-10-09 17:50:00;Full Body 1;Lateral Raise (Dumbbell);4;12.0;kg;10.0;;;;0;;;51m
2023-10-02 16:49:00;Full Body 1;Lateral Raise (Dumbbell);1;14.0;kg;11.0;;;;0;;;47m
2023-10-02 16:49:00;Full Body 1;Lateral Raise (Dumbbell);2;14.0;kg;10.0;;;;0;;;47m
2023-10-02 16:49:00;Full Body 1;Lateral Raise (Dumbbell);3;14.0;kg;10.0;;;;0;;;47m
2023-10-02 16:49:00;Full Body 1;Lateral Raise (Dumbbell);4;12.0;kg;10.0;;;;0;;;47m
2023-09-18 17:49:00;Full Body 1;Lateral Raise (Dumbbell);1;12.0;kg;13.0;;;;0;;;47m
2023-09-18 17:49:00;Full Body 1;Lateral Raise (Dumbbell);2;12.0;kg;12.0;;;;0;;;47m
2023-09-18 17:49:00;Full Body 1;Lateral Raise (Dumbbell);3;12.0;kg;12.0;;;;0;;;47m
2023-09-18 17:49:00;Full Body 1;Lateral Raise (Dumbbell);4;12.0;kg;10.0;;;;0;;;47m
2023-09-11 15:19:00;Full Body 1;Lateral Raise (Dumbbell);1;12.0;kg;12.0;;;;0;;;54m
2023-09-11 15:19:00;Full Body 1;Lateral Raise (Dumbbell);2;12.0;kg;12.0;;;;0;;;54m
2023-09-11 15:19:00;Full Body 1;Lateral Raise (Dumbbell);3;12.0;kg;12.0;;;;0;;;54m
2023-09-11 15:19:00;Full Body 1;Lateral Raise (Dumbbell);4;8.0;kg;20.0;;;;0;;;54m
2023-10-16 17:50:00;Full Body 1;Bench Press (Barbell);1;140.0;kg;10.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Bench Press (Barbell);2;140.0;kg;10.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Bench Press (Barbell);3;140.0;kg;9.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Bench Press (Barbell);4;80.0;kg;10.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Squat (Smith Machine);1;80.0;kg;9.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Squat (Smith Machine);2;80.0;kg;9.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Squat (Smith Machine);3;80.0;kg;9.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Bent Over Row (Barbell);1;100.0;kg;10.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Bent Over Row (Barbell);2;100.0;kg;10.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Bent Over Row (Barbell);3;100.0;kg;10.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Bent Over Row (Barbell);4;40.0;kg;12.0;;;;0;;;42m
2023-09-04 11:07:00;Full Body 1;Lateral Raise (Dumbbell);1;12.0;kg;10.0;;;;0;;;51m
2023-09-04 11:07:00;Full Body 1;Lateral Raise (Dumbbell);2;12.0;kg;12.0;;;;0;;;51m
2023-09-04 11:07:00;Full Body 1;Lateral Raise (Dumbbell);3;12.0;kg;12.0;;;;0;;;51m
2023-09-04 11:07:00;Full Body 1;Lateral Raise (Dumbbell);4;8.0;kg;16.0;;;;0;;;51m
2023-10-16 17:50:00;Full Body 1;EZ Bar Biceps Curl;1;50.0;kg;10.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;EZ Bar Biceps Curl;2;50.0;kg;10.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;EZ Bar Biceps Curl;3;50.0;kg;10.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;EZ Bar Biceps Curl;4;50.0;kg;8.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Triceps Rope Pushdown;1;84.0;kg;10.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Triceps Rope Pushdown;2;84.0;kg;10.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Triceps Rope Pushdown;3;84.0;kg;10.0;;;;0;;;42m
2023-10-16 17:50:00;Full Body 1;Triceps Rope Pushdown;4;60.0;kg;13.0;;;;0;;;42m
2023-10-13 17:05:00;Full Body 3;Cable Fly Crossovers;1;40.0;kg;10.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Cable Fly Crossovers;2;40.0;kg;10.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Cable Fly Crossovers;3;40.0;kg;10.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Cable Fly Crossovers;4;40.0;kg;9.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Leg Extension (Machine);1;120.0;kg;8.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Leg Extension (Machine);2;120.0;kg;8.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Leg Extension (Machine);3;120.0;kg;10.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Leg Extension (Machine);4;60.0;kg;10.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Seated Cable Row - Bar Grip;1;200.0;kg;8.0;;;;0;Una mano a 50;;46m
2023-10-13 17:05:00;Full Body 3;Seated Cable Row - Bar Grip;2;200.0;kg;8.0;;;;0;Una mano a 50;;46m
2023-10-13 17:05:00;Full Body 3;Seated Cable Row - Bar Grip;3;200.0;kg;8.0;;;;0;Una mano a 50;;46m
2023-10-13 17:05:00;Full Body 3;Seated Cable Row - Bar Grip;4;200.0;kg;8.0;;;;0;Una mano a 50;;46m
2023-10-13 17:05:00;Full Body 3;Overhead Press (Barbell);1;50.0;kg;10.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Overhead Press (Barbell);2;50.0;kg;9.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Overhead Press (Barbell);3;50.0;kg;11.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Overhead Press (Barbell);4;40.0;kg;10.0;;;;0;;;46m
2023-08-28 16:47:00;Full Body 1;Lateral Raise (Dumbbell);1;8.0;kg;15.0;;;;0;;;44m
2023-08-28 16:47:00;Full Body 1;Lateral Raise (Dumbbell);2;8.0;kg;15.0;;;;0;;;44m
2023-08-28 16:47:00;Full Body 1;Lateral Raise (Dumbbell);3;8.0;kg;15.0;;;;0;;;44m
2023-08-28 16:47:00;Full Body 1;Lateral Raise (Dumbbell);4;8.0;kg;10.0;;;;0;;;44m
2023-10-13 17:05:00;Full Body 3;Skullcrusher (Barbell);1;40.0;kg;10.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Skullcrusher (Barbell);2;40.0;kg;10.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Skullcrusher (Barbell);3;40.0;kg;10.0;;;;0;;;46m
2023-10-13 17:05:00;Full Body 3;Skullcrusher (Barbell);4;30.0;kg;12.0;;;;0;;;46m
2023-08-07 17:22:00;Full Body 1;Lateral Raise (Dumbbell);1;12.0;kg;12.0;;;;0;;;44m
2023-08-07 17:22:00;Full Body 1;Lateral Raise (Dumbbell);2;12.0;kg;12.0;;;;0;;;44m
2023-08-07 17:22:00;Full Body 1;Lateral Raise (Dumbbell);3;12.0;kg;12.0;;;;0;;;44m
2023-08-07 17:22:00;Full Body 1;Lateral Raise (Dumbbell);4;8.0;kg;15.0;;;;0;;;44m
2023-10-11 16:56:00;Full Body 2;Lat Pulldown (Cable);1;100.0;kg;10.0;;;;0;;;50m
2023-10-11 16:56:00;Full Body 2;Lat Pulldown (Cable);2;100.0;kg;10.0;;;;0;;;50m
2023-10-11 16:56:00;Full Body 2;Lat Pulldown (Cable);3;100.0;kg;10.0;;;;0;;;50m
2023-10-11 16:56:00;Full Body 2;Lat Pulldown (Cable);4;60.0;kg;12.0;;;;0;;;50m
2023-07-31 17:45:00;Full Body 1;Lateral Raise (Dumbbell);1;8.0;kg;20.0;;;;0;;;42m
2023-07-31 17:45:00;Full Body 1;Lateral Raise (Dumbbell);2;8.0;kg;20.0;;;;0;;;42m
2023-07-31 17:45:00;Full Body 1;Lateral Raise (Dumbbell);3;8.0;kg;15.0;;;;0;;;42m
2023-07-31 17:45:00;Full Body 1;Lateral Raise (Dumbbell);4;8.0;kg;15.0;;;;0;;;42m
2023-10-11 16:56:00;Full Body 2;Concentration Curl;1;24.0;kg;12.0;;;;0;;;50m
